,Member_number,Date,productId,items,productName,price,Category,Total
7364,4482,2015-11-30,2,1,whole milk,1.8,Dairy,1.8
7365,2574,2015-12-11,80,1,salty snack,0.5,Snacks,0.5
7366,2767,2015-01-27,19,2,sausage,3.1,Fresh Food,6.2
7367,2794,2015-09-29,50,2,bottled beer,1.8,Beverages,3.6
7368,4228,2015-03-26,121,2,sweet spreads,5.4,Bakery & Sweets,10.8
7369,3062,2015-06-08,3,3,pip fruit,3.0,Fresh Food,9.0
7370,2365,2015-06-21,23,1,pork,7.2,Fresh Food,7.2
7371,3775,2015-07-07,49,1,beverages,1.1,Beverages,1.1
7372,2232,2015-05-06,2,2,whole milk,1.8,Dairy,3.6
7373,4156,2015-08-03,1,3,tropical fruit,7.8,Fresh Food,23.4
7374,3643,2015-09-20,9,1,frankfurter,5.5,Fresh Food,5.5
7375,3470,2015-10-04,121,2,sweet spreads,5.4,Bakery & Sweets,10.8
7376,2602,2015-12-11,122,1,soups,4.5,Frozen & Processed Food,4.5
7377,4796,2015-06-10,38,1,soda,0.8,Beverages,0.8
7378,3289,2015-08-09,22,2,root vegetables,1.8,Fresh Food,3.6
7379,4470,2015-03-31,2,2,whole milk,1.8,Dairy,3.6
7380,2502,2015-02-07,7,1,citrus fruit,1.5,Fresh Food,1.5
7381,2205,2015-03-07,2,1,whole milk,1.8,Dairy,1.8
7382,3201,2015-01-21,38,2,soda,0.8,Beverages,1.6
7383,2882,2015-06-25,19,1,sausage,3.1,Fresh Food,3.1
7384,2757,2015-12-16,74,1,whipped/sour cream,5.5,Dairy,5.5
7385,3679,2015-08-30,9,2,frankfurter,5.5,Fresh Food,11.0
7386,2380,2015-02-12,4,1,other vegetables,0.8,Fresh Food,0.8
7387,1825,2015-10-06,50,1,bottled beer,1.8,Beverages,1.8
7388,2868,2015-07-18,3,3,pip fruit,3.0,Fresh Food,9.0
7389,2709,2015-08-20,7,2,citrus fruit,1.5,Fresh Food,3.0
7390,4585,2015-07-16,74,3,whipped/sour cream,5.5,Dairy,16.5
7391,2634,2015-04-22,74,3,whipped/sour cream,5.5,Dairy,16.5
7392,4832,2015-12-03,4,3,other vegetables,0.8,Fresh Food,2.4
7393,2032,2015-07-28,1,1,tropical fruit,7.8,Fresh Food,7.8
7395,2210,2015-01-13,15,3,specialty bar,5.2,Bakery & Sweets,15.6
7396,2346,2015-08-05,57,3,meat,8.5,Fresh Food,25.5
7397,4315,2015-04-26,38,3,soda,0.8,Beverages,2.4
7398,4166,2015-07-26,18,1,yogurt,2.2,Dairy,2.2
7399,3907,2015-10-25,9,3,frankfurter,5.5,Fresh Food,16.5
7400,2706,2015-03-22,29,3,ham,15.2,Fresh Food,45.6
7401,2855,2015-08-05,153,2,organic products,9.4,Personal Care,18.8
7402,2074,2015-04-10,25,2,canned beer,1.1,Beverages,2.2
7403,2840,2015-05-27,36,1,frozen meals,9.7,Frozen & Processed Food,9.7
7404,2247,2015-05-31,4,2,other vegetables,0.8,Fresh Food,1.6
7405,4063,2015-07-14,19,2,sausage,3.1,Fresh Food,6.2
7406,4780,2015-07-03,19,2,sausage,3.1,Fresh Food,6.2
7407,1081,2015-03-06,9,1,frankfurter,5.5,Fresh Food,5.5
7408,4843,2015-03-02,137,2,male cosmetics,10.6,Personal Care,21.2
7409,3246,2015-08-27,36,1,frozen meals,9.7,Frozen & Processed Food,9.7
7410,4009,2015-07-14,2,3,whole milk,1.8,Dairy,5.4
7411,3697,2015-10-03,64,2,UHT-milk,2.1,Dairy,4.2
7412,4579,2015-10-29,28,1,misc. beverages,1.2,Beverages,1.2
7413,3803,2015-10-06,12,2,fruit/vegetable juice,2.1,Beverages,4.2
7414,4108,2015-07-21,22,3,root vegetables,1.8,Fresh Food,5.4
7415,1664,2015-04-01,9,1,frankfurter,5.5,Fresh Food,5.5
7416,4179,2015-03-06,40,1,grapes,9.4,Fresh Food,9.4
7417,4172,2015-02-18,40,1,grapes,9.4,Fresh Food,9.4
7418,2851,2015-02-17,50,3,bottled beer,1.8,Beverages,5.4
7419,3385,2015-06-22,5,3,rolls/buns,1.2,Bakery & Sweets,3.6
7420,1303,2015-09-08,5,3,rolls/buns,1.2,Bakery & Sweets,3.6
7421,4487,2015-01-22,45,1,curd,9.8,Dairy,9.8
7422,2392,2015-03-23,19,3,sausage,3.1,Fresh Food,9.3
7423,4218,2015-10-03,9,2,frankfurter,5.5,Fresh Food,11.0
7424,2891,2015-07-02,107,3,liver loaf,8.5,Fresh Food,25.5
7425,4474,2015-12-10,25,1,canned beer,1.1,Beverages,1.1
7426,4437,2015-07-28,128,2,soft cheese,7.2,Dairy,14.4
7427,2648,2015-11-08,23,3,pork,7.2,Fresh Food,21.6
7428,1081,2015-05-03,1,2,tropical fruit,7.8,Fresh Food,15.6
7429,3071,2015-01-21,3,2,pip fruit,3.0,Fresh Food,6.0
7430,3409,2015-05-20,7,1,citrus fruit,1.5,Fresh Food,1.5
7431,2768,2015-01-01,57,2,meat,8.5,Fresh Food,17.0
7432,3424,2015-08-16,71,2,shopping bags,5.12,Household & Hygiene,10.24
7433,4610,2015-04-19,21,1,hamburger meat,12.3,Fresh Food,12.3
7434,3090,2015-11-04,22,1,root vegetables,1.8,Fresh Food,1.8
7435,4585,2015-05-01,8,1,beef,19.5,Fresh Food,19.5
7436,4388,2015-03-20,25,2,canned beer,1.1,Beverages,2.2
7437,3751,2015-01-01,74,2,whipped/sour cream,5.5,Dairy,11.0
7438,2650,2015-05-11,1,2,tropical fruit,7.8,Fresh Food,15.6
7439,2448,2015-06-08,1,1,tropical fruit,7.8,Fresh Food,7.8
7440,2652,2015-12-26,24,3,pastry,3.1,Bakery & Sweets,9.3
7441,1385,2015-11-19,30,2,turkey,12.5,Fresh Food,25.0
7442,2960,2015-08-31,1,3,tropical fruit,7.8,Fresh Food,23.4
7443,2736,2015-03-02,35,1,sugar,1.2,Bakery & Sweets,1.2
7444,1768,2015-04-21,48,2,finished products,6.5,Frozen & Processed Food,13.0
7445,2002,2015-10-20,57,3,meat,8.5,Fresh Food,25.5
7446,3046,2015-11-18,21,2,hamburger meat,12.3,Fresh Food,24.6
7447,2284,2015-03-18,23,2,pork,7.2,Fresh Food,14.4
7448,1708,2015-09-18,2,2,whole milk,1.8,Dairy,3.6
7449,1952,2015-11-23,23,3,pork,7.2,Fresh Food,21.6
7450,3497,2015-09-08,64,1,UHT-milk,2.1,Dairy,2.1
7451,1479,2015-05-14,4,2,other vegetables,0.8,Fresh Food,1.6
7452,1237,2015-04-09,2,1,whole milk,1.8,Dairy,1.8
7453,4353,2015-08-24,10,1,chicken,7.2,Fresh Food,7.2
7454,3528,2015-08-18,2,3,whole milk,1.8,Dairy,5.4
7455,2092,2015-09-04,3,3,pip fruit,3.0,Fresh Food,9.0
7456,2514,2015-11-02,5,1,rolls/buns,1.2,Bakery & Sweets,1.2
7457,4790,2015-05-16,22,2,root vegetables,1.8,Fresh Food,3.6
7458,1948,2015-08-25,9,3,frankfurter,5.5,Fresh Food,16.5
7459,3581,2015-01-16,2,2,whole milk,1.8,Dairy,3.6
7460,4778,2015-03-26,9,2,frankfurter,5.5,Fresh Food,11.0
7461,2601,2015-03-26,22,2,root vegetables,1.8,Fresh Food,3.6
7462,4678,2015-03-31,3,1,pip fruit,3.0,Fresh Food,3.0
7464,2957,2015-09-19,64,1,UHT-milk,2.1,Dairy,2.1
7465,4585,2015-09-28,23,1,pork,7.2,Fresh Food,7.2
7466,3637,2015-07-10,7,2,citrus fruit,1.5,Fresh Food,3.0
7467,1353,2015-02-09,8,2,beef,19.5,Fresh Food,39.0
7468,3257,2015-02-13,2,2,whole milk,1.8,Dairy,3.6
7469,2524,2015-09-10,8,2,beef,19.5,Fresh Food,39.0
7470,2035,2015-12-23,19,1,sausage,3.1,Fresh Food,3.1
7471,3658,2015-09-26,50,2,bottled beer,1.8,Beverages,3.6
7472,1901,2015-11-29,5,2,rolls/buns,1.2,Bakery & Sweets,2.4
7473,3247,2015-01-13,22,1,root vegetables,1.8,Fresh Food,1.8
7474,4308,2015-01-24,7,3,citrus fruit,1.5,Fresh Food,4.5
7475,1305,2015-05-24,1,3,tropical fruit,7.8,Fresh Food,23.4
7476,1011,2015-12-09,9,1,frankfurter,5.5,Fresh Food,5.5
7477,2234,2015-07-29,19,3,sausage,3.1,Fresh Food,9.3
7478,3744,2015-12-08,1,1,tropical fruit,7.8,Fresh Food,7.8
7479,2903,2015-08-08,9,2,frankfurter,5.5,Fresh Food,11.0
7480,3036,2015-07-12,19,2,sausage,3.1,Fresh Food,6.2
7481,2465,2015-12-27,1,3,tropical fruit,7.8,Fresh Food,23.4
7482,1233,2015-03-20,74,2,whipped/sour cream,5.5,Dairy,11.0
7483,1366,2015-05-29,8,3,beef,19.5,Fresh Food,58.5
7484,3741,2015-08-06,29,3,ham,15.2,Fresh Food,45.6
7485,2230,2015-05-28,1,2,tropical fruit,7.8,Fresh Food,15.6
7486,1206,2015-05-15,19,2,sausage,3.1,Fresh Food,6.2
7487,3690,2015-04-24,9,3,frankfurter,5.5,Fresh Food,16.5
7488,3620,2015-06-18,19,2,sausage,3.1,Fresh Food,6.2
7490,3543,2015-10-11,8,2,beef,19.5,Fresh Food,39.0
7491,2792,2015-07-29,9,2,frankfurter,5.5,Fresh Food,11.0
7492,1929,2015-07-10,17,1,bottled water,0.5,Beverages,0.5
7493,2433,2015-08-23,49,2,beverages,1.1,Beverages,2.2
7494,4941,2015-01-15,25,2,canned beer,1.1,Beverages,2.2
7495,3547,2015-10-07,24,3,pastry,3.1,Bakery & Sweets,9.3
7496,1290,2015-04-24,9,2,frankfurter,5.5,Fresh Food,11.0
7497,4207,2015-08-28,4,2,other vegetables,0.8,Fresh Food,1.6
7498,2107,2015-03-01,9,1,frankfurter,5.5,Fresh Food,5.5
7499,3050,2015-03-11,23,3,pork,7.2,Fresh Food,21.6
7500,3814,2015-07-21,25,3,canned beer,1.1,Beverages,3.3
7501,4875,2015-09-13,40,3,grapes,9.4,Fresh Food,28.2
7502,3691,2015-08-08,17,2,bottled water,0.5,Beverages,1.0
7503,2433,2015-03-14,8,3,beef,19.5,Fresh Food,58.5
7504,4757,2015-01-09,37,1,herbs,6.5,Fresh Food,6.5
7505,1407,2015-04-29,9,3,frankfurter,5.5,Fresh Food,16.5
7506,4718,2015-06-12,19,1,sausage,3.1,Fresh Food,3.1
7507,1240,2015-04-14,19,3,sausage,3.1,Fresh Food,9.3
7508,1792,2015-08-15,44,3,newspapers,3.2,Specialty & Seasonal,9.6
7509,4486,2015-11-09,29,1,ham,15.2,Fresh Food,15.2
7510,1757,2015-06-15,48,3,finished products,6.5,Frozen & Processed Food,19.5
7511,2186,2015-07-01,7,3,citrus fruit,1.5,Fresh Food,4.5
7512,3752,2015-04-15,26,3,berries,10.8,Fresh Food,32.4
7513,3051,2015-11-29,4,2,other vegetables,0.8,Fresh Food,1.6
7514,3688,2015-10-23,38,1,soda,0.8,Beverages,0.8
7515,4676,2015-01-15,19,3,sausage,3.1,Fresh Food,9.3
7516,2142,2015-06-25,107,1,liver loaf,8.5,Fresh Food,8.5
7517,4939,2015-06-29,38,1,soda,0.8,Beverages,0.8
7519,1595,2015-10-05,21,3,hamburger meat,12.3,Fresh Food,36.9
7520,2086,2015-03-09,10,3,chicken,7.2,Fresh Food,21.6
7521,4251,2015-10-03,1,1,tropical fruit,7.8,Fresh Food,7.8
7522,2689,2015-04-30,93,2,nuts/prunes,6.2,Fresh Food,12.4
7523,2560,2015-11-26,23,1,pork,7.2,Fresh Food,7.2
7524,2393,2015-04-17,40,2,grapes,9.4,Fresh Food,18.8
7525,1669,2015-08-19,19,1,sausage,3.1,Fresh Food,3.1
7526,3500,2015-04-21,38,1,soda,0.8,Beverages,0.8
7527,1213,2015-03-03,8,1,beef,19.5,Fresh Food,19.5
7528,4598,2015-11-18,2,3,whole milk,1.8,Dairy,5.4
7529,1404,2015-05-03,73,2,oil,3.4,Pantry Staples,6.8
7530,1758,2015-02-26,4,2,other vegetables,0.8,Fresh Food,1.6
7531,1265,2015-03-07,3,1,pip fruit,3.0,Fresh Food,3.0
7532,1006,2015-06-14,9,3,frankfurter,5.5,Fresh Food,16.5
7534,4457,2015-09-03,5,2,rolls/buns,1.2,Bakery & Sweets,2.4
7535,2532,2015-07-06,21,3,hamburger meat,12.3,Fresh Food,36.9
7536,2811,2015-02-23,10,2,chicken,7.2,Fresh Food,14.4
7537,4004,2015-05-10,19,2,sausage,3.1,Fresh Food,6.2
7538,1737,2015-05-09,21,2,hamburger meat,12.3,Fresh Food,24.6
7539,3266,2015-10-25,19,3,sausage,3.1,Fresh Food,9.3
7540,4981,2015-01-10,70,2,margarine,3.5,Pantry Staples,7.0
7541,1934,2015-08-06,40,2,grapes,9.4,Fresh Food,18.8
7542,2512,2015-01-19,25,1,canned beer,1.1,Beverages,1.1
7543,3400,2015-03-04,50,2,bottled beer,1.8,Beverages,3.6
7544,4301,2015-05-01,21,2,hamburger meat,12.3,Fresh Food,24.6
7545,2997,2015-12-30,71,1,shopping bags,5.12,Household & Hygiene,5.12
7546,1098,2015-08-05,7,1,citrus fruit,1.5,Fresh Food,1.5
7547,2208,2015-07-30,22,3,root vegetables,1.8,Fresh Food,5.4
7548,3672,2015-05-28,26,2,berries,10.8,Fresh Food,21.6
7549,3651,2015-01-24,2,3,whole milk,1.8,Dairy,5.4
7550,3957,2015-05-15,9,3,frankfurter,5.5,Fresh Food,16.5
7551,2986,2015-01-11,4,1,other vegetables,0.8,Fresh Food,0.8
7552,4433,2015-05-25,60,3,cream cheese,6.3,Dairy,18.9
7553,3822,2015-05-27,7,2,citrus fruit,1.5,Fresh Food,3.0
7554,4588,2015-04-30,1,1,tropical fruit,7.8,Fresh Food,7.8
7555,2622,2015-07-17,4,2,other vegetables,0.8,Fresh Food,1.6
7556,2117,2015-05-02,20,2,brown bread,0.8,Bakery & Sweets,1.6
7557,1780,2015-07-12,15,1,specialty bar,5.2,Bakery & Sweets,5.2
7558,3819,2015-04-12,41,2,processed cheese,6.4,Dairy,12.8
7559,1884,2015-12-11,10,1,chicken,7.2,Fresh Food,7.2
7560,2595,2015-01-23,19,2,sausage,3.1,Fresh Food,6.2
7561,3046,2015-03-31,19,1,sausage,3.1,Fresh Food,3.1
7562,3228,2015-01-26,10,3,chicken,7.2,Fresh Food,21.6
7563,2251,2015-06-23,60,2,cream cheese,6.3,Dairy,12.6
7564,2368,2015-11-11,4,1,other vegetables,0.8,Fresh Food,0.8
7565,2573,2015-01-03,24,2,pastry,3.1,Bakery & Sweets,6.2
7566,4701,2015-04-30,38,2,soda,0.8,Beverages,1.6
7567,4384,2015-05-25,7,2,citrus fruit,1.5,Fresh Food,3.0
7568,1998,2015-05-18,2,1,whole milk,1.8,Dairy,1.8
7569,4583,2015-02-23,45,3,curd,9.8,Dairy,29.4
7570,2043,2015-04-21,4,3,other vegetables,0.8,Fresh Food,2.4
7571,2201,2015-05-22,19,3,sausage,3.1,Fresh Food,9.3
7572,3522,2015-09-23,8,1,beef,19.5,Fresh Food,19.5
7573,3922,2015-08-28,18,3,yogurt,2.2,Dairy,6.6
7574,2636,2015-09-11,48,1,finished products,6.5,Frozen & Processed Food,6.5
7575,1092,2015-07-27,40,2,grapes,9.4,Fresh Food,18.8
7576,2711,2015-09-13,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0
7577,3899,2015-04-22,19,3,sausage,3.1,Fresh Food,9.3
7578,4372,2015-07-30,23,1,pork,7.2,Fresh Food,7.2
7579,4576,2015-08-05,64,2,UHT-milk,2.1,Dairy,4.2
7580,4953,2015-10-10,129,1,mayonnaise,1.8,Specialty & Seasonal,1.8
7581,4692,2015-10-27,1,1,tropical fruit,7.8,Fresh Food,7.8
7582,1170,2015-11-12,30,2,turkey,12.5,Fresh Food,25.0
7583,2625,2015-04-08,19,1,sausage,3.1,Fresh Food,3.1
7584,2394,2015-08-30,5,2,rolls/buns,1.2,Bakery & Sweets,2.4
7585,4277,2015-02-18,38,2,soda,0.8,Beverages,1.6
7586,3170,2015-01-17,131,2,roll products,8.6,Specialty & Seasonal,17.2
7587,2229,2015-10-25,38,1,soda,0.8,Beverages,0.8
7588,2944,2015-02-01,19,2,sausage,3.1,Fresh Food,6.2
7589,2582,2015-03-06,4,1,other vegetables,0.8,Fresh Food,0.8
7590,1373,2015-05-10,19,2,sausage,3.1,Fresh Food,6.2
7591,1366,2015-10-25,4,2,other vegetables,0.8,Fresh Food,1.6
7592,3469,2015-05-10,18,3,yogurt,2.2,Dairy,6.6
7593,4012,2015-05-16,57,3,meat,8.5,Fresh Food,25.5
7594,2031,2015-02-26,9,3,frankfurter,5.5,Fresh Food,16.5
7595,2459,2015-09-16,4,1,other vegetables,0.8,Fresh Food,0.8
7596,4377,2015-02-23,26,1,berries,10.8,Fresh Food,10.8
7597,1534,2015-08-13,5,2,rolls/buns,1.2,Bakery & Sweets,2.4
7598,2051,2015-07-23,49,2,beverages,1.1,Beverages,2.2
7599,3430,2015-01-26,34,2,flour,2.1,Pantry Staples,4.2
7600,1567,2015-03-13,9,2,frankfurter,5.5,Fresh Food,11.0
7601,2972,2015-05-21,64,1,UHT-milk,2.1,Dairy,2.1
7602,1287,2015-08-28,7,2,citrus fruit,1.5,Fresh Food,3.0
7603,4776,2015-08-08,4,2,other vegetables,0.8,Fresh Food,1.6
7604,2271,2015-08-04,2,3,whole milk,1.8,Dairy,5.4
7605,4657,2015-08-15,50,2,bottled beer,1.8,Beverages,3.6
7606,2344,2015-04-14,66,2,onions,1.3,Fresh Food,2.6
7607,1482,2015-07-06,2,2,whole milk,1.8,Dairy,3.6
7608,1278,2015-12-09,102,1,cookware,4.6,Household & Hygiene,4.6
7609,4831,2015-11-13,8,3,beef,19.5,Fresh Food,58.5
7610,1819,2015-11-11,10,2,chicken,7.2,Fresh Food,14.4
7611,2687,2015-07-31,19,2,sausage,3.1,Fresh Food,6.2
7612,4468,2015-03-24,78,3,baking powder,1.8,Pantry Staples,5.4
7613,4760,2015-04-02,5,2,rolls/buns,1.2,Bakery & Sweets,2.4
7614,2310,2015-03-24,119,1,long life bakery product,9.9,Bakery & Sweets,9.9
7615,3924,2015-02-07,102,2,cookware,4.6,Household & Hygiene,9.2
7616,3517,2015-12-11,3,1,pip fruit,3.0,Fresh Food,3.0
7617,3164,2015-09-30,7,1,citrus fruit,1.5,Fresh Food,1.5
7618,3245,2015-05-17,21,2,hamburger meat,12.3,Fresh Food,24.6
7619,2629,2015-12-06,10,3,chicken,7.2,Fresh Food,21.6
7620,1347,2015-09-15,8,1,beef,19.5,Fresh Food,19.5
7621,1216,2015-08-25,38,3,soda,0.8,Beverages,2.4
7622,4636,2015-04-10,29,2,ham,15.2,Fresh Food,30.4
7623,1197,2015-11-22,7,1,citrus fruit,1.5,Fresh Food,1.5
7624,1100,2015-03-12,96,2,hygiene articles,7.5,Household & Hygiene,15.0
7625,2054,2015-12-15,7,3,citrus fruit,1.5,Fresh Food,4.5
7626,3761,2015-09-26,50,2,bottled beer,1.8,Beverages,3.6
7627,4947,2015-09-14,68,2,photo/film,11.9,Household & Hygiene,23.8
7628,1032,2015-06-15,38,1,soda,0.8,Beverages,0.8
7629,3353,2015-08-14,19,2,sausage,3.1,Fresh Food,6.2
7630,4466,2015-08-20,2,2,whole milk,1.8,Dairy,3.6
7631,2081,2015-01-22,7,2,citrus fruit,1.5,Fresh Food,3.0
7632,2162,2015-06-19,104,1,cat food,11.2,Pet Care,11.2
7633,3719,2015-12-17,5,3,rolls/buns,1.2,Bakery & Sweets,3.6
7634,3153,2015-04-28,154,3,cake bar,2.4,Bakery & Sweets,7.2
7635,4462,2015-04-02,18,2,yogurt,2.2,Dairy,4.4
7637,3971,2015-06-17,19,2,sausage,3.1,Fresh Food,6.2
7638,1611,2015-02-26,36,3,frozen meals,9.7,Frozen & Processed Food,29.1
7639,1225,2015-02-26,2,1,whole milk,1.8,Dairy,1.8
7640,1554,2015-05-21,19,3,sausage,3.1,Fresh Food,9.3
7641,4624,2015-11-27,23,3,pork,7.2,Fresh Food,21.6
7642,3337,2015-06-10,22,1,root vegetables,1.8,Fresh Food,1.8
7643,2265,2015-09-25,115,1,waffles,2.5,Bakery & Sweets,2.5
7644,4999,2015-01-24,26,2,berries,10.8,Fresh Food,21.6
7645,4102,2015-11-03,21,2,hamburger meat,12.3,Fresh Food,24.6
7646,3853,2015-07-04,115,3,waffles,2.5,Bakery & Sweets,7.5
7647,2265,2015-06-13,10,1,chicken,7.2,Fresh Food,7.2
7648,2452,2015-08-11,10,1,chicken,7.2,Fresh Food,7.2
7649,2829,2015-12-19,9,2,frankfurter,5.5,Fresh Food,11.0
7650,3926,2015-08-20,141,3,cooking chocolate,7.2,Bakery & Sweets,21.6
7651,3960,2015-10-21,23,3,pork,7.2,Fresh Food,21.6
7652,3980,2015-09-16,22,2,root vegetables,1.8,Fresh Food,3.6
7653,1116,2015-01-29,60,1,cream cheese,6.3,Dairy,6.3
7654,2663,2015-10-21,14,2,chocolate,11.5,Bakery & Sweets,23.0
7655,2164,2015-11-24,20,2,brown bread,0.8,Bakery & Sweets,1.6
7656,3950,2015-05-12,10,2,chicken,7.2,Fresh Food,14.4
7657,1252,2015-04-13,30,2,turkey,12.5,Fresh Food,25.0
7658,4804,2015-12-27,4,1,other vegetables,0.8,Fresh Food,0.8
7659,4041,2015-09-07,40,2,grapes,9.4,Fresh Food,18.8
7660,1894,2015-08-04,33,1,frozen potato products,3.0,Frozen & Processed Food,3.0
7661,4977,2015-08-20,52,2,dog food,12.6,Pet Care,25.2
7662,2171,2015-09-03,21,3,hamburger meat,12.3,Fresh Food,36.9
7663,3417,2015-12-15,1,1,tropical fruit,7.8,Fresh Food,7.8
7664,1175,2015-06-10,7,3,citrus fruit,1.5,Fresh Food,4.5
7665,4946,2015-02-17,19,2,sausage,3.1,Fresh Food,6.2
7666,4662,2015-06-27,3,2,pip fruit,3.0,Fresh Food,6.0
7667,2869,2015-12-10,1,2,tropical fruit,7.8,Fresh Food,15.6
7668,4053,2015-03-22,9,1,frankfurter,5.5,Fresh Food,5.5
7669,4574,2015-11-30,19,3,sausage,3.1,Fresh Food,9.3
7670,1110,2015-11-15,78,1,baking powder,1.8,Pantry Staples,1.8
7671,4700,2015-03-04,17,1,bottled water,0.5,Beverages,0.5
7672,2565,2015-04-29,22,2,root vegetables,1.8,Fresh Food,3.6
7673,2468,2015-03-13,50,3,bottled beer,1.8,Beverages,5.4
7674,4836,2015-11-13,108,2,zwieback,12.3,Snacks,24.6
7676,1333,2015-04-03,19,2,sausage,3.1,Fresh Food,6.2
7677,4039,2015-12-27,54,3,condensed milk,3.5,Dairy,10.5
7678,2077,2015-05-15,7,2,citrus fruit,1.5,Fresh Food,3.0
7679,3519,2015-12-13,4,3,other vegetables,0.8,Fresh Food,2.4
7680,2989,2015-01-30,82,3,pet care,5.8,Pet Care,17.4
7681,3737,2015-05-05,18,2,yogurt,2.2,Dairy,4.4
7682,3558,2015-09-19,3,1,pip fruit,3.0,Fresh Food,3.0
7683,3036,2015-07-13,2,2,whole milk,1.8,Dairy,3.6
7684,3180,2015-07-03,4,1,other vegetables,0.8,Fresh Food,0.8
7685,2978,2015-05-09,57,1,meat,8.5,Fresh Food,8.5
7686,3985,2015-10-23,2,2,whole milk,1.8,Dairy,3.6
7687,4903,2015-12-08,5,1,rolls/buns,1.2,Bakery & Sweets,1.2
7688,2835,2015-10-09,29,1,ham,15.2,Fresh Food,15.2
7689,3783,2015-06-22,155,2,honey,9.7,Bakery & Sweets,19.4
7690,1486,2015-12-14,10,2,chicken,7.2,Fresh Food,14.4
7691,4589,2015-10-08,56,2,white wine,14.2,Beverages,28.4
7692,1132,2015-02-19,103,1,semi-finished bread,1.1,Frozen & Processed Food,1.1
7693,4827,2015-11-27,9,3,frankfurter,5.5,Fresh Food,16.5
7694,3361,2015-06-28,4,1,other vegetables,0.8,Fresh Food,0.8
7695,4681,2015-09-11,2,3,whole milk,1.8,Dairy,5.4
7696,4197,2015-10-26,19,2,sausage,3.1,Fresh Food,6.2
7697,3701,2015-01-22,1,3,tropical fruit,7.8,Fresh Food,23.4
7698,4195,2015-10-01,4,2,other vegetables,0.8,Fresh Food,1.6
7699,3429,2015-04-01,38,2,soda,0.8,Beverages,1.6
7700,2430,2015-01-20,15,3,specialty bar,5.2,Bakery & Sweets,15.6
7701,4330,2015-04-08,23,2,pork,7.2,Fresh Food,14.4
7702,1783,2015-03-18,11,3,butter,3.2,Dairy,9.6
7703,4025,2015-11-04,18,2,yogurt,2.2,Dairy,4.4
7704,3399,2015-07-19,1,1,tropical fruit,7.8,Fresh Food,7.8
7705,4766,2015-01-03,50,1,bottled beer,1.8,Beverages,1.8
7706,3562,2015-08-13,19,2,sausage,3.1,Fresh Food,6.2
7707,2447,2015-01-21,40,2,grapes,9.4,Fresh Food,18.8
7708,1396,2015-07-22,23,3,pork,7.2,Fresh Food,21.6
7709,4633,2015-04-26,7,1,citrus fruit,1.5,Fresh Food,1.5
7710,4695,2015-01-05,18,3,yogurt,2.2,Dairy,6.6
7711,1706,2015-08-14,111,2,brandy,15.8,Beverages,31.6
7712,3872,2015-11-23,30,2,turkey,12.5,Fresh Food,25.0
7713,1444,2015-10-14,2,3,whole milk,1.8,Dairy,5.4
7714,4753,2015-11-08,48,2,finished products,6.5,Frozen & Processed Food,13.0
7715,4580,2015-11-29,66,1,onions,1.3,Fresh Food,1.3
7716,2516,2015-04-03,18,3,yogurt,2.2,Dairy,6.6
7717,2415,2015-08-08,45,1,curd,9.8,Dairy,9.8
7718,3925,2015-03-25,8,1,beef,19.5,Fresh Food,19.5
7719,4996,2015-11-24,28,1,misc. beverages,1.2,Beverages,1.2
7720,4569,2015-07-27,19,3,sausage,3.1,Fresh Food,9.3
7721,3509,2015-04-11,7,2,citrus fruit,1.5,Fresh Food,3.0
7722,2252,2015-10-08,10,1,chicken,7.2,Fresh Food,7.2
7723,1634,2015-02-09,4,1,other vegetables,0.8,Fresh Food,0.8
7724,4112,2015-04-27,58,1,ice cream,1.8,Frozen & Processed Food,1.8
7725,4042,2015-08-08,19,2,sausage,3.1,Fresh Food,6.2
7726,4473,2015-06-26,1,2,tropical fruit,7.8,Fresh Food,15.6
7727,3878,2015-04-30,3,3,pip fruit,3.0,Fresh Food,9.0
7728,2266,2015-09-30,40,2,grapes,9.4,Fresh Food,18.8
7729,3304,2015-11-30,26,3,berries,10.8,Fresh Food,32.4
7730,3757,2015-02-04,17,3,bottled water,0.5,Beverages,1.5
7731,3440,2015-12-21,23,3,pork,7.2,Fresh Food,21.6
7732,4328,2015-02-04,23,3,pork,7.2,Fresh Food,21.6
7733,3737,2015-12-06,19,3,sausage,3.1,Fresh Food,9.3
7734,3948,2015-06-15,5,1,rolls/buns,1.2,Bakery & Sweets,1.2
7735,3682,2015-03-05,2,2,whole milk,1.8,Dairy,3.6
7736,2827,2015-10-31,8,1,beef,19.5,Fresh Food,19.5
7737,2650,2015-10-05,8,3,beef,19.5,Fresh Food,58.5
7738,1360,2015-12-16,29,2,ham,15.2,Fresh Food,30.4
7739,3679,2015-12-23,4,1,other vegetables,0.8,Fresh Food,0.8
7740,4137,2015-03-07,21,1,hamburger meat,12.3,Fresh Food,12.3
7741,4235,2015-12-19,26,3,berries,10.8,Fresh Food,32.4
7742,3193,2015-01-31,19,1,sausage,3.1,Fresh Food,3.1
7743,1332,2015-12-02,7,1,citrus fruit,1.5,Fresh Food,1.5
7744,4821,2015-11-28,2,1,whole milk,1.8,Dairy,1.8
7745,1837,2015-07-09,7,1,citrus fruit,1.5,Fresh Food,1.5
7746,3665,2015-09-23,17,1,bottled water,0.5,Beverages,0.5
